Posicao;TIPO;Estado;VrCausa;Procedencia;tempo;VrPago
Réu;Cível Seguros;SP;2521.82;ACORDO;10;3568.01
Réu;Cível Seguros;SP;152004.81;ACORDO;48;66881.58
Réu;Cível Seguros;SP;341983.26;ACORDO;51;282990.57
Réu;Cível Seguros;SP;2147.93;ACORDO;;
Réu;Cível Seguros;SP;16334.57;ACORDO;;
Réu;Cível Seguros;SP;19059.59;ACORDO;;
Réu;Cível Seguros;SP;197.21;ACORDO;;
Réu;Cível Seguros;SP;3123.97;ACORDO;81;6854866.31
Réu;Cível Seguros;SP;105103.47;ACORDO;40;
Réu;Cível Seguros;SP;0.03;ACORDO;;
Réu;Cível Seguros;SP;934078.52;ACORDO;;
Réu;Cível Seguros;SP;19961.64;ACORDO;56;631141.02
Réu;Cível Seguros;SP;682449.95;ACORDO;62;428971.1
Réu;Cível Seguros;SP;27063693.01;ACORDO;;
Réu;Cível Seguros;SP;1334.4;ACORDO;;
Réu;Cível Seguros;SP;147920.98;ACORDO;7;41462.26
Réu;Cível Seguros;SP;691967.47;ACORDO;36;646862.98
Réu;Cível Seguros;SP;25577.75;ACORDO;33;127928.6
Réu;Cível Seguros;SP;18930.69;ACORDO;97;3949.96
Réu;Cível Seguros;SP;8108.87;ACORDO;;
Réu;Cível Seguros;SP;54838.86;ACORDO;48;56458.6
Réu;Cível Seguros;SP;6231.24;ACORDO;3;53419.4
Réu;Cível Seguros;SP;1278.89;ACORDO;76;153296.77
Réu;Cível Seguros;SP;2747.21;ACORDO;;
Réu;Cível Seguros;SP;61622.88;ACORDO;;
Réu;Cível Seguros;SP;557648.48;ACORDO;65;271516.28
Réu;Cível Seguros;SP;97.64;ACORDO;;
Réu;Cível Seguros;SP;53191.48;ACORDO;;
Réu;Cível Seguros;SP;122401.72;ACORDO;39;741117.28
Réu;Cível Seguros;SP;105296.41;ACORDO;;
Réu;Cível Seguros;SP;56256.06;ACORDO;52;24023.42
Réu;Cível Seguros;SP;160086.03;ACORDO;11;87292.57
Réu;Cível Seguros;SP;1083.97;ACORDO;;
Réu;Cível Seguros;SP;41475.66;ACORDO;;
Réu;Cível Seguros;SP;124426.98;ACORDO;;
Réu;Cível Seguros;SP;3008.55;ACORDO;4;249022.12
Réu;Cível Seguros;SP;1856706.61;ACORDO;34;2287625.73
Réu;Cível Seguros;SP;4378.96;ACORDO;;
Réu;Cível Seguros;SP;5701.37;ACORDO;44;15560.76
Réu;Cível Seguros;SP;1731.76;ACORDO;33;10800.41
Réu;Cível Seguros;SP;154665.16;ACORDO;1;354119.84
Réu;Cível Seguros;SP;353.99;ACORDO;;
Réu;Cível Seguros;SP;3926.61;ACORDO;;
Réu;Cível Seguros;SP;65407.57;ACORDO;39;38156.72
Réu;Cível Seguros;SP;122531.28;ACORDO;15;81356.02
Réu;Cível Seguros;SP;2547.66;ACORDO;;
Réu;Cível Seguros;SP;66589702.77;ACORDO;19;79329865.64
Réu;Cível Seguros;SP;862483.44;ACORDO;19;229190.69
Réu;Cível Seguros;SP;645233.66;ACORDO;25;48346.65
Réu;Cível Seguros;SP;2883029;ACORDO;92;
Réu;Cível Seguros;SP;395765.01;ACORDO;;
Réu;Cível Seguros;SP;25623.55;ACORDO;;
Réu;Cível Seguros;SP;28845.66;ACORDO;;
Réu;Cível Seguros;SP;1646.93;ACORDO;22;7172.88
Réu;Cível Seguros;SP;147931.72;ACORDO;63;86779.35
Réu;Cível Seguros;SP;3357402.94;ACORDO;14;3092604.93
Réu;Cível Seguros;SP;53755.06;ACORDO;;
Réu;Cível Seguros;SP;166183.03;ACORDO;42;
Réu;Cível Seguros;SP;442707.4;ACORDO;;
Réu;Cível Seguros;SP;54097.74;ACORDO;22;29844.16
Réu;Cível Seguros;SP;249274.54;ACORDO;;
Réu;Cível Seguros;SP;1461126.12;ACORDO;31;
Réu;Cível Seguros;SP;235304.43;ACORDO;29;11205.38
Réu;Cível Seguros;SP;46043.11;ACORDO;18;22372.29
Réu;Cível Seguros;SP;2381037.9;ACORDO;23;44192.07
Réu;Cível Seguros;SP;21730.87;ACORDO;0;
Réu;Cível Seguros;SP;1803.26;ACORDO;;
Réu;Cível Seguros;SP;166183.03;ACORDO;29;1815272.56
Réu;Cível Seguros;SP;610224.08;ACORDO;;
Réu;Cível Seguros;SP;335740.29;ACORDO;46;1475173.91
Réu;Cível Seguros;SP;91712.71;ACORDO;6;62525.33
Réu;Cível Seguros;SP;8323.24;ACORDO;;
Réu;Cível Seguros;SP;30243.03;ACORDO;13;8247.08
Réu;Cível Seguros;SP;29584.2;ACORDO;;
Réu;Cível Seguros;SP;3111.93;ACORDO;4;2443.7
Réu;Cível Seguros;SP;8495.09;ACORDO;40;23141.16
Réu;Cível Seguros;SP;2511485.51;ACORDO;29;
Réu;Cível Seguros;SP;875.68;ACORDO;106;986052.43
Réu;Cível Seguros;SP;19934.28;ACORDO;;
Réu;Cível Seguros;SP;104930.03;ACORDO;;
Réu;Cível Seguros;SP;25585.67;ACORDO;;
Réu;Cível Seguros;SP;57591.9;ACORDO;;
Réu;Cível Seguros;SP;19934.28;ACORDO;;
Réu;Cível Seguros;SP;104930.03;ACORDO;42;29816.42
Réu;Cível Seguros;SP;104930.03;ACORDO;;
Réu;Cível Seguros;SP;114307.02;ACORDO;52;58527.27
Réu;Cível Seguros;SP;1206445.79;ACORDO;40;885314.89
Réu;Cível Seguros;SP;1349080.68;ACORDO;;
Réu;Cível Seguros;SP;5022868.74;ACORDO;11;598029.2
Réu;Cível Seguros;SP;3926.72;ACORDO;;
Réu;Cível Seguros;SP;1341995.66;ACORDO;50;326039.88
Réu;Cível Seguros;SP;80613.01;ACORDO;;
Réu;Cível Seguros;SP;105103.47;ACORDO;35;26428.49
Réu;Cível Seguros;SP;84532.41;ACORDO;;
Réu;Cível Seguros;SP;105103.47;ACORDO;29;29825.12
Réu;Cível Seguros;SP;2408;ACORDO;;
Réu;Cível Seguros;SP;214776.29;ACORDO;;
Réu;Cível Seguros;SP;2316.82;ACORDO;;
Réu;Cível Seguros;SP;17104.1;ACORDO;;
Réu;Cível Seguros;SP;404482.42;ACORDO;103;40954.44
Réu;Cível Seguros;SP;3184.4;ACORDO;;
Réu;Cível Seguros;SP;20409.25;ACORDO;;
Réu;Cível Seguros;SP;486061.36;ACORDO;17;460372.29
Réu;Cível Seguros;SP;74551.25;ACORDO;;
Réu;Cível Seguros;SP;906512.23;ACORDO;55;78968.57
Réu;Trabalhista;BA;2239055.53;ACORDO;142;859090.67
Réu;Trabalhista;DF;0;ACORDO;;
Réu;Trabalhista;DF;654269.33;ACORDO;6;
Réu;Trabalhista;PA;53534.53;ACORDO;0;6605.55
Réu;Trabalhista;RJ;9954.2;ACORDO;;
Réu;Trabalhista;RJ;4927.25;ACORDO;104;79563.38
Réu;Trabalhista;RJ;255660.8;ACORDO;106;124375.1
Réu;Trabalhista;RJ;2.12;ACORDO;;
Réu;Trabalhista;RJ;2.12;ACORDO;;
Réu;Trabalhista;RJ;11541.94;ACORDO;;
Réu;Trabalhista;RJ;15790311.81;ACORDO;7;3039342.41
Réu;Trabalhista;RJ;2105.9;ACORDO;1;6172711.66
Réu;Trabalhista;RJ;12873.17;ACORDO;2;3833198.67
Réu;Trabalhista;RJ;91970427.39;ACORDO;26;127444379
Réu;Trabalhista;RJ;1069.74;ACORDO;115;235943.15
Réu;Trabalhista;RS;39321.86;ACORDO;85;8605.74
Réu;Cível Outros;RJ;8406.57;IMPROCEDENTE;7;
Réu;Cível Outros;RJ;1607306.94;IMPROCEDENTE;40;
Réu;Cível Outros;SP;168154.79;IMPROCEDENTE;32;
Réu;Cível Outros;SP;6081.89;IMPROCEDENTE;14;
Réu;Cível Seguros;AM;33778.84;IMPROCEDENTE;73;
Réu;Cível Seguros;AM;348295.41;IMPROCEDENTE;0;
Réu;Cível Seguros;AM;1010639.29;IMPROCEDENTE;45;
Réu;Cível Seguros;BA;413.88;IMPROCEDENTE;42;
Réu;Cível Seguros;CE;627.08;IMPROCEDENTE;10;
Réu;Cível Seguros;CE;376542.19;IMPROCEDENTE;1;
Réu;Cível Seguros;ES;21288.98;IMPROCEDENTE;128;
Réu;Cível Seguros;ES;0.37;IMPROCEDENTE;82;
Réu;Cível Seguros;ES;13.72;IMPROCEDENTE;82;
Réu;Cível Seguros;GO;1648.27;IMPROCEDENTE;70;
Réu;Cível Seguros;GO;11333.6;IMPROCEDENTE;33;
Réu;Cível Seguros;GO;301712.19;IMPROCEDENTE;51;
Réu;Cível Seguros;MA;156276390;IMPROCEDENTE;1;
Réu;Cível Seguros;MG;407772.34;IMPROCEDENTE;50;
Réu;Cível Seguros;MG;22219.81;IMPROCEDENTE;35;
Réu;Cível Seguros;MG;82900.71;IMPROCEDENTE;58;
Réu;Cível Seguros;MG;643685.95;IMPROCEDENTE;20;
Réu;Cível Seguros;MG;3922.01;IMPROCEDENTE;10;
Réu;Cível Seguros;MG;150343.21;IMPROCEDENTE;29;
Réu;Cível Seguros;MG;393861.64;IMPROCEDENTE;10;
Réu;Cível Seguros;MG;471107.21;IMPROCEDENTE;54;
Réu;Cível Seguros;MG;57807.02;IMPROCEDENTE;82;
Réu;Cível Seguros;MG;1224.02;IMPROCEDENTE;15;
Réu;Cível Seguros;MG;227585.03;IMPROCEDENTE;41;
Réu;Cível Seguros;MG;121070.26;IMPROCEDENTE;59;
Réu;Cível Seguros;MG;16241.11;IMPROCEDENTE;53;
Réu;Cível Seguros;MG;241521.06;IMPROCEDENTE;21;
Réu;Cível Seguros;MG;344.22;IMPROCEDENTE;7;
Réu;Cível Seguros;MG;68288.15;IMPROCEDENTE;17;
Réu;Cível Seguros;MG;34784.61;IMPROCEDENTE;124;
Réu;Cível Seguros;MG;585656.08;IMPROCEDENTE;1;
Réu;Cível Seguros;MG;15347.72;IMPROCEDENTE;15;
Réu;Cível Seguros;MS;16725.19;IMPROCEDENTE;11;
Réu;Cível Seguros;MT;7588.25;IMPROCEDENTE;;
Réu;Cível Seguros;MT;3063.99;IMPROCEDENTE;;
Réu;Cível Seguros;MT;212219.6;IMPROCEDENTE;;
Réu;Cível Seguros;MT;212219.6;IMPROCEDENTE;;
Réu;Cível Seguros;PA;2710561.91;IMPROCEDENTE;209;
Réu;Cível Seguros;PB;72666.2;IMPROCEDENTE;57;
Réu;Cível Seguros;PE;19917.21;IMPROCEDENTE;;
Réu;Cível Seguros;PE;30408.93;IMPROCEDENTE;;
Réu;Cível Seguros;PE;4719.44;IMPROCEDENTE;;
Réu;Cível Seguros;PE;113941.53;IMPROCEDENTE;;
Réu;Cível Seguros;PE;18467137.44;IMPROCEDENTE;48;
Réu;Cível Seguros;PE;91299.35;IMPROCEDENTE;77;
Réu;Cível Seguros;PE;12792.86;IMPROCEDENTE;74;
Réu;Cível Seguros;PI;76594.14;IMPROCEDENTE;;
Réu;Cível Seguros;PR;0.77;IMPROCEDENTE;;
Réu;Cível Seguros;PR;536801.3;IMPROCEDENTE;;
Réu;Cível Seguros;PR;1218829.27;IMPROCEDENTE;;
Réu;Cível Seguros;PR;38193.86;IMPROCEDENTE;109;
Réu;Cível Seguros;PR;24971.16;IMPROCEDENTE;36;
Réu;Cível Seguros;PR;3689340.57;IMPROCEDENTE;63;
Réu;Cível Seguros;PR;335740.65;IMPROCEDENTE;40;
Réu;Cível Seguros;PR;4336.98;IMPROCEDENTE;;
Réu;Cível Seguros;PR;113208.92;IMPROCEDENTE;13;
Réu;Cível Seguros;PR;53387.06;IMPROCEDENTE;27;
Réu;Cível Seguros;RJ;196581.39;IMPROCEDENTE;20;
Réu;Cível Seguros;RJ;5530.83;IMPROCEDENTE;61;
Réu;Cível Seguros;RJ;0;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;11271276.57;IMPROCEDENTE;174;
Réu;Cível Seguros;RJ;105340.44;IMPROCEDENTE;0;
Réu;Cível Seguros;RJ;328332.78;IMPROCEDENTE;161;
Réu;Cível Seguros;RJ;107977.84;IMPROCEDENTE;56;
Réu;Cível Seguros;RJ;15865.27;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;4018.58;IMPROCEDENTE;187;
Réu;Cível Seguros;RJ;;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;0.63;IMPROCEDENTE;13;
Réu;Cível Seguros;RJ;893.95;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;50551.19;IMPROCEDENTE;16;
Réu;Cível Seguros;RJ;4845.96;IMPROCEDENTE;104;
Réu;Cível Seguros;RJ;0.01;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;40615.42;IMPROCEDENTE;40;
Réu;Cível Seguros;RJ;247268.45;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;1293.91;IMPROCEDENTE;99;
Réu;Cível Seguros;RJ;2.88;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;177613.13;IMPROCEDENTE;50;
Réu;Cível Seguros;RJ;351701.09;IMPROCEDENTE;27;
Réu;Cível Seguros;RJ;10740.65;IMPROCEDENTE;49;
Réu;Cível Seguros;RJ;13596.86;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;3.37;IMPROCEDENTE;75;
Réu;Cível Seguros;RJ;1088.53;IMPROCEDENTE;102;
Réu;Cível Seguros;RJ;42685.5;IMPROCEDENTE;32;
Réu;Cível Seguros;RJ;10932.27;IMPROCEDENTE;10;
Réu;Cível Seguros;RJ;7665.76;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;2292470.69;IMPROCEDENTE;17;
Réu;Cível Seguros;RJ;3717982.97;IMPROCEDENTE;18;
Réu;Cível Seguros;RJ;63557.43;IMPROCEDENTE;79;
Réu;Cível Seguros;RJ;2655.16;IMPROCEDENTE;4;
Réu;Cível Seguros;RJ;580.55;IMPROCEDENTE;98;
Réu;Cível Seguros;RJ;245.91;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;523022.15;IMPROCEDENTE;22;
Réu;Cível Seguros;RJ;0.47;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;35478.69;IMPROCEDENTE;9;
Réu;Cível Seguros;RJ;147.87;IMPROCEDENTE;;
Réu;Cível Seguros;RJ;2288459.38;IMPROCEDENTE;0;
Réu;Cível Seguros;RO;44034.85;IMPROCEDENTE;28;
Réu;Cível Seguros;RO;126241.71;IMPROCEDENTE;98;
Réu;Cível Seguros;RO;515710.11;IMPROCEDENTE;79;
Réu;Cível Seguros;RR;682659.19;IMPROCEDENTE;92;
Réu;Cível Seguros;RS;79995.56;IMPROCEDENTE;;
Réu;Cível Seguros;RS;9174.38;IMPROCEDENTE;20;
Réu;Cível Seguros;RS;98359.78;IMPROCEDENTE;;
Réu;Cível Seguros;RS;7686.16;IMPROCEDENTE;7;
Réu;Cível Seguros;RS;778.27;IMPROCEDENTE;24;
Réu;Cível Seguros;RS;1.85;IMPROCEDENTE;7;
Réu;Cível Seguros;RS;5067.36;IMPROCEDENTE;;
Réu;Cível Seguros;RS;299082.9;IMPROCEDENTE;16;
Réu;Cível Seguros;RS;9734.47;IMPROCEDENTE;;
Réu;Cível Seguros;RS;41545.8;IMPROCEDENTE;26;
Réu;Cível Seguros;RS;243453.92;IMPROCEDENTE;119;
Réu;Cível Seguros;RS;1385.84;IMPROCEDENTE;;
Réu;Cível Seguros;RS;1386.11;IMPROCEDENTE;;
Réu;Cível Seguros;RS;1550.32;IMPROCEDENTE;;
Réu;Cível Seguros;RS;0.01;IMPROCEDENTE;;
Réu;Cível Seguros;RS;17755.79;IMPROCEDENTE;62;
Réu;Cível Seguros;RS;1324.25;IMPROCEDENTE;;
Réu;Cível Seguros;RS;52661.9;IMPROCEDENTE;75;
Réu;Cível Seguros;RS;35.31;IMPROCEDENTE;106;
Réu;Cível Seguros;RS;0.01;IMPROCEDENTE;;
Réu;Cível Seguros;RS;43982.41;IMPROCEDENTE;79;
Réu;Cível Seguros;RS;4006.11;IMPROCEDENTE;;
Réu;Cível Seguros;RS;39953.86;IMPROCEDENTE;22;
Réu;Cível Seguros;RS;34080.33;IMPROCEDENTE;21;
Réu;Cível Seguros;RS;558543.18;IMPROCEDENTE;37;
Réu;Cível Seguros;RS;51952.94;IMPROCEDENTE;36;
Réu;Cível Seguros;RS;30266.46;IMPROCEDENTE;;
Réu;Cível Seguros;RS;66443.01;IMPROCEDENTE;;
Réu;Cível Seguros;RS;6090.47;IMPROCEDENTE;;
Réu;Cível Seguros;RS;8188.61;IMPROCEDENTE;;
Réu;Cível Seguros;RS;6989783.83;IMPROCEDENTE;83;
Réu;Cível Seguros;RS;4688.35;IMPROCEDENTE;49;
Réu;Cível Seguros;RS;493403.37;IMPROCEDENTE;34;
Réu;Cível Seguros;RS;491136.34;IMPROCEDENTE;;
Réu;Cível Seguros;RS;25152.97;IMPROCEDENTE;;
Réu;Cível Seguros;RS;1312.02;IMPROCEDENTE;;
Réu;Cível Seguros;RS;554335.75;IMPROCEDENTE;81;
Réu;Cível Seguros;RS;889.84;IMPROCEDENTE;;
Réu;Cível Seguros;RS;249491.48;IMPROCEDENTE;;
Réu;Cível Seguros;RS;11163.04;IMPROCEDENTE;;
Réu;Cível Seguros;RS;4691.14;IMPROCEDENTE;;
Réu;Cível Seguros;RS;42190.11;IMPROCEDENTE;;
Réu;Cível Seguros;RS;1064976.34;IMPROCEDENTE;45;
Réu;Cível Seguros;RS;9443.58;IMPROCEDENTE;26;
Réu;Cível Seguros;RS;53010.64;IMPROCEDENTE;12;
Réu;Cível Seguros;RS;1498.69;IMPROCEDENTE;89;
Réu;Cível Seguros;RS;43618.72;IMPROCEDENTE;;
Réu;Cível Seguros;RS;9495.49;IMPROCEDENTE;0;
Réu;Cível Seguros;RS;11991.02;IMPROCEDENTE;;
Réu;Cível Seguros;RS;72130.4;IMPROCEDENTE;27;
Réu;Cível Seguros;RS;3278.61;IMPROCEDENTE;;
Réu;Cível Seguros;RS;5453.53;IMPROCEDENTE;20;
Réu;Cível Seguros;RS;74562.81;IMPROCEDENTE;36;
Réu;Cível Seguros;RS;2363256.87;IMPROCEDENTE;43;
Réu;Cível Seguros;SC;696.27;IMPROCEDENTE;;
Réu;Cível Seguros;SC;0.17;IMPROCEDENTE;;
Réu;Cível Seguros;SC;9351.28;IMPROCEDENTE;1;
Réu;Cível Seguros;SC;7668.59;IMPROCEDENTE;;
Réu;Cível Seguros;SC;2463.62;IMPROCEDENTE;;
Réu;Cível Seguros;SC;6375.36;IMPROCEDENTE;21;
Réu;Cível Seguros;SC;306743.6;IMPROCEDENTE;156;
Réu;Cível Seguros;SC;1818.85;IMPROCEDENTE;;
Réu;Cível Seguros;SC;23140.42;IMPROCEDENTE;;
Réu;Cível Seguros;SC;12540.63;IMPROCEDENTE;48;
Réu;Cível Seguros;SC;8876.78;IMPROCEDENTE;;
Réu;Cível Seguros;SC;1035.3;IMPROCEDENTE;;
Réu;Cível Seguros;SC;62505.33;IMPROCEDENTE;;
Réu;Cível Seguros;SC;69219.39;IMPROCEDENTE;;
Réu;Cível Seguros;SC;158737.67;IMPROCEDENTE;44;
Réu;Cível Seguros;SE;8234.64;IMPROCEDENTE;;
Réu;Cível Seguros;SE;39254.21;IMPROCEDENTE;21;
Réu;Cível Seguros;SP;4798.73;IMPROCEDENTE;;
Réu;Cível Seguros;SP;53110.54;IMPROCEDENTE;31;
Réu;Cível Seguros;SP;7233.3;IMPROCEDENTE;11;
Réu;Cível Seguros;SP;13757.53;IMPROCEDENTE;;
Réu;Cível Seguros;SP;1341060.78;IMPROCEDENTE;50;
Réu;Cível Seguros;SP;13779.84;IMPROCEDENTE;;
Réu;Cível Seguros;SP;281654.01;IMPROCEDENTE;;
Réu;Cível Seguros;SP;20397.55;IMPROCEDENTE;103;
Réu;Cível Seguros;SP;3154.79;IMPROCEDENTE;;
Réu;Cível Seguros;SP;1903730.5;IMPROCEDENTE;40;
Réu;Cível Seguros;SP;9642.8;IMPROCEDENTE;64;
Réu;Cível Seguros;SP;1861340.97;IMPROCEDENTE;230;
Réu;Cível Seguros;SP;4599.39;IMPROCEDENTE;;
Réu;Cível Seguros;SP;7446.01;IMPROCEDENTE;29;
Réu;Cível Seguros;SP;1961;IMPROCEDENTE;;
Réu;Cível Seguros;SP;466687.09;IMPROCEDENTE;43;
Réu;Cível Seguros;SP;115800.64;IMPROCEDENTE;25;
Réu;Cível Seguros;SP;1227693.31;IMPROCEDENTE;55;
Réu;Cível Seguros;SP;19491.72;IMPROCEDENTE;;
Réu;Cível Seguros;SP;125514.45;IMPROCEDENTE;;
Réu;Cível Seguros;SP;10002.23;IMPROCEDENTE;83;
Réu;Cível Seguros;SP;16195.95;IMPROCEDENTE;;
Réu;Cível Seguros;SP;149419.57;IMPROCEDENTE;;
Réu;Cível Seguros;SP;28754.01;IMPROCEDENTE;;
Réu;Cível Seguros;SP;10865.56;IMPROCEDENTE;;
Réu;Cível Seguros;SP;60079.38;IMPROCEDENTE;;
Réu;Cível Seguros;SP;4434.32;IMPROCEDENTE;6;
Réu;Cível Seguros;SP;6799.86;IMPROCEDENTE;52;
Réu;Cível Seguros;SP;39335.02;IMPROCEDENTE;;
Réu;Cível Seguros;SP;747.12;IMPROCEDENTE;;
Réu;Cível Seguros;SP;299602;IMPROCEDENTE;;
Réu;Cível Seguros;SP;21022.88;IMPROCEDENTE;16;
Réu;Cível Seguros;SP;32894.22;IMPROCEDENTE;;
Réu;Cível Seguros;SP;94014.32;IMPROCEDENTE;40;
Réu;Cível Seguros;SP;13418.54;IMPROCEDENTE;;
Réu;Cível Seguros;SP;4770.1;IMPROCEDENTE;;
Réu;Cível Seguros;SP;63963.2;IMPROCEDENTE;106;
Réu;Cível Seguros;SP;11251.39;IMPROCEDENTE;0;
Réu;Cível Seguros;SP;12410.02;IMPROCEDENTE;45;
Réu;Cível Seguros;SP;12047.85;IMPROCEDENTE;61;
Réu;Cível Seguros;SP;3442.24;IMPROCEDENTE;60;
Réu;Cível Seguros;SP;43626.95;IMPROCEDENTE;62;
Réu;Cível Seguros;SP;79.03;IMPROCEDENTE;;
Réu;Cível Seguros;SP;270488.69;IMPROCEDENTE;23;
Réu;Cível Seguros;SP;8786.09;IMPROCEDENTE;40;
Réu;Cível Seguros;SP;1162789.59;IMPROCEDENTE;29;
Réu;Cível Seguros;SP;197563.79;IMPROCEDENTE;62;
Réu;Cível Seguros;SP;13563404.98;IMPROCEDENTE;109;
Réu;Cível Seguros;SP;4660.17;IMPROCEDENTE;42;
Réu;Cível Seguros;SP;600799.35;IMPROCEDENTE;107;
Réu;Cível Seguros;SP;90.26;IMPROCEDENTE;10;
Réu;Cível Seguros;SP;418601.82;IMPROCEDENTE;;
Réu;Cível Seguros;SP;4344.18;IMPROCEDENTE;;
Réu;Cível Seguros;SP;230372.16;IMPROCEDENTE;86;
Réu;Cível Seguros;SP;1282051.46;IMPROCEDENTE;11;
Réu;Cível Seguros;SP;40923.11;IMPROCEDENTE;64;
Réu;Cível Seguros;SP;4606852.33;IMPROCEDENTE;50;
Réu;Cível Seguros;SP;516435.45;IMPROCEDENTE;51;
Réu;Cível Seguros;SP;3.24;IMPROCEDENTE;;
Réu;Cível Seguros;SP;30.09;IMPROCEDENTE;;
Réu;Cível Seguros;SP;1825.86;IMPROCEDENTE;22;
Réu;Cível Seguros;SP;549.4;IMPROCEDENTE;26;
Réu;Cível Seguros;SP;321.5;IMPROCEDENTE;;
Réu;Cível Seguros;SP;18110.28;IMPROCEDENTE;;
Réu;Cível Seguros;SP;41967.54;IMPROCEDENTE;23;
Réu;Cível Seguros;SP;3393926.28;IMPROCEDENTE;5;
Réu;Cível Seguros;SP;492478.08;IMPROCEDENTE;;
Réu;Cível Seguros;SP;1401.53;IMPROCEDENTE;;
Réu;Cível Seguros;SP;1565008.27;IMPROCEDENTE;45;
Réu;Cível Seguros;SP;25980.77;IMPROCEDENTE;41;
Réu;Cível Seguros;SP;535.09;IMPROCEDENTE;15;
Réu;Cível Seguros;SP;8697.65;IMPROCEDENTE;;
Réu;Cível Seguros;SP;518.86;IMPROCEDENTE;15;
Réu;Cível Seguros;SP;320936.27;IMPROCEDENTE;19;
Réu;Cível Seguros;SP;193287.17;IMPROCEDENTE;2;
Réu;Cível Seguros;SP;1668067.79;IMPROCEDENTE;24;
Réu;Cível Seguros;SP;0.05;IMPROCEDENTE;;
Réu;Cível Seguros;SP;17730.49;IMPROCEDENTE;47;
Réu;Cível Seguros;SP;158.54;IMPROCEDENTE;;
Réu;Cível Seguros;SP;11584.11;IMPROCEDENTE;;
Réu;Cível Seguros;SP;420944.47;IMPROCEDENTE;32;
Réu;Cível Seguros;SP;13393.89;IMPROCEDENTE;21;
Réu;Cível Seguros;SP;72108.74;IMPROCEDENTE;103;
Réu;Cível Seguros;SP;0;IMPROCEDENTE;;
Réu;Cível Seguros;SP;157910.78;IMPROCEDENTE;76;
Réu;Cível Seguros;SP;958.47;IMPROCEDENTE;40;
Réu;Cível Seguros;SP;90010.32;IMPROCEDENTE;29;
Réu;Cível Seguros;SP;161426.82;IMPROCEDENTE;;
Réu;Cível Seguros;SP;2915.81;IMPROCEDENTE;;
Réu;Cível Seguros;SP;30.09;IMPROCEDENTE;;
Réu;Cível Seguros;SP;55647.51;IMPROCEDENTE;;
Réu;Cível Seguros;SP;569.91;IMPROCEDENTE;;
Réu;Cível Seguros;SP;41.64;IMPROCEDENTE;;
Réu;Cível Seguros;SP;626371.67;IMPROCEDENTE;108;
Réu;Cível Seguros;SP;13088.08;IMPROCEDENTE;;
Réu;Cível Seguros;SP;1371.97;IMPROCEDENTE;110;
Réu;Cível Seguros;SP;538.38;IMPROCEDENTE;;
Réu;Cível Seguros;SP;74551.25;IMPROCEDENTE;39;
Réu;Cível Seguros;SP;692707.1;IMPROCEDENTE;108;
Réu;Cível Seguros;SP;1430302.48;IMPROCEDENTE;67;
Réu;Cível Seguros;SP;41545.76;IMPROCEDENTE;30;
Réu;Cível Seguros;SP;711737.97;IMPROCEDENTE;32;
Réu;Cível Seguros;SP;461529.36;IMPROCEDENTE;149;
Réu;Cível Seguros;SP;354.07;IMPROCEDENTE;;
Réu;Cível Seguros;SP;137242.21;IMPROCEDENTE;18;
Réu;Cível Seguros;SP;176266.31;IMPROCEDENTE;;
Réu;Cível Seguros;SP;351605.02;IMPROCEDENTE;61;
Réu;Cível Seguros;SP;379789.49;IMPROCEDENTE;;
Réu;Cível Seguros;SP;283078.5;IMPROCEDENTE;;
Réu;Cível Seguros;SP;0.05;IMPROCEDENTE;;
Réu;Cível Seguros;SP;180325.8;IMPROCEDENTE;16;
Réu;Cível Seguros;SP;265460.6;IMPROCEDENTE;66;
Réu;Cível Seguros;SP;54838.86;IMPROCEDENTE;;
Réu;Cível Seguros;SP;230429.65;IMPROCEDENTE;53;
Réu;Cível Seguros;SP;9086.45;IMPROCEDENTE;;
Réu;Cível Seguros;SP;114852.89;IMPROCEDENTE;46;
Réu;Cível Seguros;SP;349264.91;IMPROCEDENTE;27;
Réu;Cível Seguros;SP;247966.08;IMPROCEDENTE;0;
Réu;Cível Seguros;SP;184856.85;IMPROCEDENTE;24;
Réu;Cível Seguros;SP;7891.72;IMPROCEDENTE;32;
Réu;Cível Seguros;SP;18279.62;IMPROCEDENTE;34;
Réu;Cível Seguros;SP;40342.46;IMPROCEDENTE;19;
Réu;Cível Seguros;SP;10067.25;IMPROCEDENTE;9;
Réu;Cível Seguros;SP;891298.56;IMPROCEDENTE;0;
Réu;Cível Seguros;SP;649019.53;IMPROCEDENTE;76;
Réu;Cível Seguros;SP;12125.61;IMPROCEDENTE;56;
Réu;Cível Seguros;SP;3922;IMPROCEDENTE;35;
Réu;Cível Seguros;SP;7853.44;IMPROCEDENTE;48;
Réu;Cível Seguros;SP;8301.88;IMPROCEDENTE;;
Réu;Cível Seguros;SP;2.08;IMPROCEDENTE;;
